0.656,0.678,0.693,0.718,0.735,0.748,0.757,0.756,0.75,0.739,0.711,0.68,0.64
0.7,0.715,0.729,0.743,0.752,0.761,0.765,0.761,0.75,0.734,0.707,0.668,0.63
0.676,0.688,0.706,0.724,0.739,0.746,0.75,0.75,0.744,0.73,0.7,0.66,0.62
0.679,0.689,0.695,0.703,0.708,0.711,0.716,0.716,0.711,0.707,0.69,0.667,0.638
0.65,0.657,0.662,0.663,0.665,0.665,0.663,0.66,0.656,0.648,0.639,0.63,0.62
